Name,Year,Global_Sales
Winning Post World,2009.0,0.03
Best Friends Tonight,2010.0,0.03
Super Hero Generation,2014.0,0.03
Sea Park Tycoon,2010.0,0.03
Disney Sports Soccer,2002.0,0.03
Ultimate Block Party,2004.0,0.03
Arthur and the Invisibles,2007.0,0.03
Flipper Critters,2007.0,0.03
Foto Showdown,2010.0,0.03
Gotouchi Kenkei DS,2006.0,0.03
Men of War,2009.0,0.03
Toy Shop,2008.0,0.03
Stacked with Daniel Negreanu,2006.0,0.03
Vitamin X Evolution,2008.0,0.03
Captain Morgane and the Golden Turtle,2012.0,0.03
Vegas Casino,2007.0,0.03
Madou Monogatari,1998.0,0.03
Biker Mice From Mars,2007.0,0.03
Neverwinter Nights,2002.0,0.03
East India Company Collection,2010.0,0.03
The Inner World,2013.0,0.03
Underground Pool,2007.0,0.03
Alter Ego,1985.0,0.03
Rampo,1995.0,0.03
River City Super Sports Challenge,2010.0,0.03
Exstetra,2013.0,0.03
SingStar Chartbreaker,2009.0,0.03
SingStar Fussballhits,2010.0,0.03
Dance Factory,2006.0,0.03
Montessori Music,2008.0,0.03
RoadKill,2003.0,0.03
Pocket Fighter,1998.0,0.03
Toaru Majutsu no Kagaku no Ensemble,2013.0,0.03
Ojyousama Express,1998.0,0.03
Guilty Gear XX Accent Core Plus,2009.0,0.03
Sitting Ducks,2003.0,0.03
Doodle Hex,2008.0,0.03
Hakuoki Zuisouroku Omokage Hana,2015.0,0.03
Hearts of Iron IV,2016.0,0.03
Stacked with Daniel Negreanu,2006.0,0.03
Timmy Time,2011.0,0.03
Airship Q,2015.0,0.03
Ratatouille,2007.0,0.03
Otomedius Gorgeous,2008.0,0.03
Super Heroine Chronicle,2014.0,0.03
Boot Camp Academy,2010.0,0.03
Darkstalkers Resurrection,2013.0,0.03
Take On Helicopters,2011.0,0.03
Highschool Terra Story,1998.0,0.03
Shaun White Skateboarding,2010.0,0.03
Empire Earth II,2005.0,0.03
Mother Goose no Himitsu no Yakata,2011.0,0.03
Knights of Honor,2004.0,0.03
Bubble Bobble Evolution,2006.0,0.03
World Sports Competition,2009.0,0.03
Far East of Eden Shinden,1995.0,0.03
Sunny Garcia Surfing,2001.0,0.03
MotorHead,1998.0,0.03
Nacho Libre,2006.0,0.03
StormLover,2010.0,0.03
Gloria Union,2011.0,0.03
Ebikore Photo Kano Kiss,2015.0,0.03
Bad Apple Wars,2015.0,0.03
Kokoro no Kokoron,2011.0,0.03
Hot Pixel,2007.0,0.03
Peak Performance,1997.0,0.03
Freaky Flyers,2003.0,0.03
Renai Revenge,2015.0,0.03
Sins of a Solar Empire,2008.0,0.03
Graffiti Kingdom,2004.0,0.03
Lords of the Fallen,2014.0,0.03
Great Edo Blacksmith,2014.0,0.03
Power Rangers Super Megaforce,2014.0,0.03
Ducati World Racing Challenge,2001.0,0.03
Smashing Drive,2004.0,0.03
Senko no Ronde DUO,2010.0,0.03
Charlie Blasts Territory,1999.0,0.03
GTR Evolution,2008.0,0.03
Suzumiya Haruhi no Chokuretsu,2009.0,0.03
SimCity,1988.0,0.03
Casino Chaos With Las Vegas Players Collection,2011.0,0.03
Konpeki no Kantai,1995.0,0.03
Robo Pit,1995.0,0.03
Emily Archer and the Curse of Tutankhamun,2011.0,0.03
Braid,2009.0,0.03
Hakuouki,2008.0,0.03
Atomic Betty,2005.0,0.03
Street Jam Basketball,2004.0,0.03
Curious George,2006.0,0.03
Royal Palace of White Sword and The City of Gentiles,2009.0,0.03
Nippon no Asoko de,2008.0,0.03
MapleStory DS,2010.0,0.03
Culdcept,2002.0,0.03
Beyblade Evolution,2013.0,0.03
Planet of the Apes,2001.0,0.03
Worms,2009.0,0.03
Real World Golf,2006.0,0.03
Jack Keane,2008.0,0.03
World of Zoo,2009.0,0.03
Nanashi no Game Me,2009.0,0.03
Syberia,2002.0,0.03
Higurashi no Naku Koro ni Iki,2015.0,0.03
Rugby League Live,2010.0,0.03
Grid Runner,1996.0,0.03
Saihai no Yukue,2008.0,0.03
Metal Dungeon,2002.0,0.03
Drome Racers,2003.0,0.03
Doom,1992.0,0.03
Girls Only,2010.0,0.03
Power Poke Dash,2006.0,0.03
Turn It Around,2006.0,0.03
Roadsters,2000.0,0.03
DeathSmiles II,2010.0,0.03
Romance of the Three Kingdoms II,2015.0,0.03
Calcio Bit,2006.0,0.03
Whiteout,2002.0,0.03
Hyakumanton no Bara Bara,2010.0,0.03
Stellaris,2016.0,0.03
Syberia II,2004.0,0.03
Ao no Kanata no Four Rhythm,2016.0,0.03
Motor Trend presents Lotus Challenge,2003.0,0.03
Pacific Liberator,2009.0,0.03
Botanicula,2012.0,0.03
Parfait,2015.0,0.03
Rugby League Live,2010.0,0.03
Battlefield Vietnam,2004.0,0.03
In Cold Blood,2000.0,0.03
Kamigami no Asobi,2013.0,0.03
Fireblade,2002.0,0.03
Kidou Senshi V Gundam,1994.0,0.03
Onechanbara Z Kagura,2012.0,0.03
Ride,2015.0,0.03
Tsuku Monogatari,2011.0,0.03
Vitamin Z,2009.0,0.03
Schlag den Raab,2010.0,0.03
Secrets of the Titanic,2012.0,0.03
Dream Club Zero Portable,2011.0,0.03
TV Total Events,2011.0,0.03
Battle Arena Toshinden URA,1995.0,0.03
HotBrain,2007.0,0.03
Magicka,2011.0,0.03
Moto Racer DS,2008.0,0.03
The Last Guy,2009.0,0.03
Disney Sports Soccer,2002.0,0.03
Akane Iro ni Somaru Saka Parallel,2008.0,0.03
Max Payne,2003.0,0.03
Little Bears,2009.0,0.03
Rush Hour,1997.0,0.03
Pro Cast Sports Fishing,2003.0,0.03
Saka Agari Hurricane Portable,2011.0,0.03
King Arthur II,2011.0,0.03
Auto Modellista,2003.0,0.03
MySims,2008.0,0.03
My Animal Centre,2009.0,0.03
Darius II,1995.0,0.03
ParaParaParadise,2001.0,0.03
Gotcha Force,2003.0,0.03
CID The Dummy,2009.0,0.03
DiRT Rally,2016.0,0.03
The Perfect Golf,1995.0,0.03
Wrestle Kingdom,2006.0,0.03
The Golf Club,2014.0,0.03
Bigfoot King of Crush,2011.0,0.03
Clannad,2008.0,0.03
Kuryuu Youma Gakuenki Recharge,2006.0,0.03
Jet Grind Radio,2003.0,0.03
GRID Autosport,2014.0,0.03
The Adventures of Lomax,1996.0,0.03
Neverwinter Nights Diamond,2004.0,0.03
Under the Skin,2004.0,0.03
Kabu Trader Shun,2007.0,0.03
Poy Poy,1997.0,0.03
AMNESIA World,2014.0,0.03
Captain Morgane and the Golden Turtle,2012.0,0.03
My Ballet Studio,2009.0,0.03
Guild Wars,2005.0,0.03
Battlezone,2006.0,0.03
Nanotek Warrior,1997.0,0.03
Galileo,2008.0,0.03
Super Monkey Ball Adventure,2006.0,0.03
Alien Breed Trilogy,2011.0,0.03
CID The Dummy,2009.0,0.03
Kisuato,2015.0,0.03
Renegade Racers,1999.0,0.03
Franklin the Turtle,2005.0,0.03
Catan,2009.0,0.03
Backyard NFL Football,2007.0,0.03
Captain Morgane and the Golden Turtle,2012.0,0.03
Dream Girl Premier,2015.0,0.03
Ducati Moto,2008.0,0.03
Kawasaki Snowmobiles,2008.0,0.03
Dungeon Siege II,2005.0,0.03
Metal Saga,2005.0,0.03
Magicka Collection,2011.0,0.03
Bookworm,2004.0,0.03
Tokushu Houdoubu,2012.0,0.03
Terraria,2016.0,0.03
My DoItAll,2009.0,0.03
Shakugan no Shana,2006.0,0.03
I Heart Geeks,2011.0,0.03
Hankou Shashin,1996.0,0.03
Marker Man Adventures,2009.0,0.03
Capcom Digital Collection,2012.0,0.03
Pro Yakyuu Family Stadium,2008.0,0.03
Open Season,2006.0,0.03
Moyashimon DS,2009.0,0.03
Pitball,1996.0,0.03
Ocean Commander,2009.0,0.03
Drome Racers,2003.0,0.03
Tank Beat,2006.0,0.03
Bode Miller Alpine Skiing,2006.0,0.03
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,2008.0,0.03
War Gods,1996.0,0.03
Doki Oki,1995.0,0.03
Senjou no Waltz,2014.0,0.02
ZooCube,2002.0,0.02
Ghost Pirates of Vooju Island,2009.0,0.02
ParaWorld,2006.0,0.02
Tropico Reloaded,2009.0,0.02
Pharaoh,1998.0,0.02
Serious Sam Advance,2004.0,0.02
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,2012.0,0.02
Cold War,2005.0,0.02
NBA Starting Five,2002.0,0.02
Kami Naru Kimi to,2011.0,0.02
Viva Pinata,2007.0,0.02
Chili Con Carnage,2007.0,0.02
Teddy Together,2016.0,0.02
Pony Luv,2008.0,0.02
Omega Quintet,2014.0,0.02
Demigod,2009.0,0.02
The Voice,2014.0,0.02
Blade Arcus from Shining EX,2015.0,0.02
Vantage Master Portable,2008.0,0.02
Star Trek Online,2010.0,0.02
Rapala for Kinect,2011.0,0.02
AMF Xtreme Bowling,2006.0,0.02
Bomberman Fantasy Race,1998.0,0.02
Carnage Heart EXA,2010.0,0.02
Europa Universalis III Complete,2008.0,0.02
Wangan Midnight Portable,2007.0,0.02
Kenka Bancho Otome,2016.0,0.02
Supermodel Makeover by Lauren Luke,2009.0,0.02
George of the Jungle and the Search for the Secret,2008.0,0.02
AirForce Delta Storm,2002.0,0.02
Ferrari Challenge Trofeo Pirelli Deluxe,2009.0,0.02
SimCity Societies,2007.0,0.02
Kuusen II,2004.0,0.02
Bomberman Story DS,2007.0,0.02
Penguins of Madagascar,2014.0,0.02
Stronghold Crusader Extreme,2008.0,0.02
Backyard NFL Football,2007.0,0.02
Urakata Hakuoki,2013.0,0.02
Kung Fu Panda,2008.0,0.02
Thunderbirds,2004.0,0.02
Vitamin Z Revolution,2010.0,0.02
Inkheart,2009.0,0.02
Street Fighter X Tekken,2012.0,0.02
Lunatic Dawn Tempest,2001.0,0.02
Ceville,2009.0,0.02
Total Immersion Racing,2002.0,0.02
NASCAR Heat Evolution,2016.0,0.02
Cocoto Magic Circus,2008.0,0.02
GT Legends,2005.0,0.02
Suzumiya Haruhi no Heiretsu,2009.0,0.02
Escape the Emerald Star,2011.0,0.02
Titanic Mystery,2010.0,0.02
Ride,2015.0,0.02
Treasure Chase,2011.0,0.02
Unreal Anthology,2006.0,0.02
Prison Architect,2016.0,0.02
Toxic Grind,2002.0,0.02
DiRT,2007.0,0.02
Kawasaki Jet Ski,2008.0,0.02
ScrapLand,2005.0,0.02
Geten no Hana,2013.0,0.02
Crazy Machines,2010.0,0.02
Blade Arcus from Shining EX,2015.0,0.02
School Days LxH,2008.0,0.02
Neo Angelique,2006.0,0.02
Samurai Shodown V,2006.0,0.02
Pro Fishing Challenge,2004.0,0.02
Test Drive Unlimited,2007.0,0.02
SAW,2009.0,0.02
Tokyo Mew Mew,2002.0,0.02
Rule of Rose,2006.0,0.02
Homeworld,1998.0,0.02
Freestyle Metal X,2003.0,0.02
Max Payne,2001.0,0.02
Overlord,2007.0,0.02
Fritz Chess,2009.0,0.02
NFL Blitz Pro,2003.0,0.02
Rocket League,2016.0,0.02
Balls of Fury,2007.0,0.02
Veggy World,2011.0,0.02
Ukiyo no Roushi,2015.0,0.02
Lode Runner,2006.0,0.02
Zathura,2005.0,0.02
Cities in Motion Collection,2011.0,0.02
Evolution Snowboarding,2002.0,0.02
Freedom Wings,2006.0,0.02
Dream Chronicles,2010.0,0.02
The Settlers IV,2001.0,0.02
Doki Majo Plus,2009.0,0.02
Muppets Party Cruise,2003.0,0.02
Fritz Chess,2009.0,0.02
Fuel,2009.0,0.02
Akai Ito DS,2008.0,0.02
Darksiders,2010.0,0.02
Natsuiro no Sunadokei,2002.0,0.02
Indigo Prophecy,2005.0,0.02
Tale of a Hero,2010.0,0.02
Ballblazer Champions,1997.0,0.02
So Blonde,2008.0,0.02
Moujuutsukai to Oujisama Portable,2011.0,0.02
Genroh,2012.0,0.02
Otome wa Oanesama Boku ni Koi Shiteru Portable,2010.0,0.02
Iron Phoenix,2005.0,0.02
Geon Cube,2009.0,0.02
Kuon,2004.0,0.02
Kannou Mukashi Banashi Portable,2012.0,0.02
Triple Crown Championship Snowboarding,2010.0,0.02
UnchainBlades EXXiV,2012.0,0.02
The Fast and the Furious,2007.0,0.02
Fallout Trilogy,2004.0,0.02
Sacred Gold,2005.0,0.02
Mind over Matter,2010.0,0.02
Group S Challenge,2003.0,0.02
Kao Challengers,2005.0,0.02
Order of War,2009.0,0.02
Painkiller,2004.0,0.02
Canimal Triple,2014.0,0.02
Sugoi Hebereke,1994.0,0.02
Pebble Beach Golf Links,1994.0,0.02
Higurashi Daybreak Portable Mega Edition,2009.0,0.02
Whiteout,2002.0,0.02
Shiratsuyu no Kai,2013.0,0.02
Dungeon Defenders,2011.0,0.02
Jinsei Game Wii,2007.0,0.02
Gekka Ryouran Romance,2011.0,0.02
Guess the Logos,2004.0,0.02
Crime Scene,2009.0,0.02
Stormrise,2009.0,0.02
Meitantei Evangelion,2007.0,0.02
Hoppie,2011.0,0.02
The King of Fighters NeoWave,2006.0,0.02
Super PickUps,2007.0,0.02
Nisenochigiri,2010.0,0.02
Wakeboarding Unleashed Featuring Shaun Murray,2003.0,0.02
The Testament of Sherlock Holmes,2012.0,0.02
Last Escort,2006.0,0.02
Livly Garden,2010.0,0.02
The Awakened Fate Ultimatum,2014.0,0.02
Gal Gun,2012.0,0.02
Dead Rising,2016.0,0.02
The Technomancer,2016.0,0.02
Airport Simulator,2011.0,0.02
Code R,1998.0,0.02
Disney Sports Football,2002.0,0.02
Oil Rush,2012.0,0.02
Chicken Hunter,2007.0,0.02
Onechanbara Special,2011.0,0.02
Polar Bowler,2008.0,0.02
Prehistorik Man,2001.0,0.02
Chicago Enforcer,2005.0,0.02
Dance Dance Revolution Extra Mix,2001.0,0.02
UnchainBlades EXXiV,2012.0,0.02
Super Bowling,1999.0,0.02
Cross Treasures,2009.0,0.02
Silent Bomber,1999.0,0.02
TalkMan,2006.0,0.02
Ridge Racer Unbounded,2012.0,0.02
Vitamin R,2013.0,0.02
Puzzle City,2009.0,0.02
Worms,2007.0,0.02
RollerCoaster Tycoon World,2016.0,0.02
Pastel Chime Continue,2010.0,0.02
Trapped Dead,2011.0,0.02
Super Fruit Fall,2006.0,0.02
CV Casting Voice,2014.0,0.02
Littlest Pet Shop,2008.0,0.02
Net High,2015.0,0.02
Malice,2004.0,0.02
Heroes of the Pacific,2005.0,0.02
Resident Evil Zero,2016.0,0.02
Nervous Brickdown,2007.0,0.02
Downtown Nekketsu Jidaigek,2015.0,0.02
Mini Ninjas,2009.0,0.02
Legend of Kay Anniversary,2015.0,0.02
Battle Princess of Arcadias,2013.0,0.02
Angelique Retour,2015.0,0.02
Car Battler Joe,2001.0,0.02
Vietcong,2003.0,0.02
Starship Troopers,2005.0,0.02
AIR,2007.0,0.02
Garfield Gets Real,2009.0,0.02
Atlantic Quest,2011.0,0.02
Virtua Pro Football,2006.0,0.02
Black Rose Valkyrie,2016.0,0.02
Heroes VS,2013.0,0.02
Kazoku Keikaku,2010.0,0.02
Aoishiro,2008.0,0.02
Rainbow Islands Revolution,2005.0,0.02
Virtual Kasparov,2002.0,0.02
Otoko Yukaku,2015.0,0.02
Speed Kings,2003.0,0.02
Rose to Tasogare no Kojou,2016.0,0.02
Army Rescue,2009.0,0.02
Azada,2012.0,0.02
Hogs of War,2000.0,0.02
Meiji Toukyou Renka,2013.0,0.02
Mushihimesama,2012.0,0.02
Elvandia Story,2007.0,0.02
Triggerheart Excelica Enhanced,2009.0,0.02
Puzzle Star Sweep,1997.0,0.02
Chrysler Classic Racing,2008.0,0.02
The Cheetah Girls,2006.0,0.02
Teenage Mutant Ninja Turtles Double Pack,2006.0,0.02
The Mummy,2002.0,0.02
The Talos Principle,2015.0,0.02
Legendary,2008.0,0.02
Snow Portable,2007.0,0.02
Poyo Poyo Kansatsu Nikki,2012.0,0.02
Jinsei Game DS,2006.0,0.02
Reversal Challenge,2009.0,0.02
Wild West Shootout,2010.0,0.02
Miyako,2010.0,0.02
Super Dodge Ball,1995.0,0.02
Earth Seeker,2011.0,0.02
Barbie as the Princess and the Pauper,2004.0,0.02
Pirates of the Burning Sea,2008.0,0.02
WorldShift,2009.0,0.02
Niko Puchi Girls Runway,2015.0,0.02
Peggle Nights,2008.0,0.02
Puzzle Guzzle,2007.0,0.02
Gallop Racer Inbreed,2006.0,0.02
Koisuru Otome to Shugo no Tate Portable,2010.0,0.02
Iridium Runners,2008.0,0.02
Dancing on Ice,2010.0,0.02
Princess Frontier Portable,2011.0,0.02
Rock Blast,2010.0,0.02
Emergency Mayhem,2008.0,0.02
Ultimate Puzzle Games,2005.0,0.02
RoboCop,2003.0,0.02
Lara Croft and the Temple of Osiris,2014.0,0.02
Blazing Souls,2006.0,0.02
Tail of the Sun,1996.0,0.02
Canada Hunt,2010.0,0.02
Airline Tycoon,2000.0,0.02
Disney Sports Basketball,2002.0,0.02
Bejeweled Blitz,2010.0,0.02
Song of the Deep,2016.0,0.02
Disney Sports Football,2002.0,0.02
Wizardry Twin Pack,2011.0,0.02
Pulse Racer,2003.0,0.02
Freestyle Metal X,2003.0,0.02
NEVES,2007.0,0.02
Rogue Trooper,2006.0,0.02
Balls of Fury,2007.0,0.02
The Longest Journey,1999.0,0.02
Stronghold Legends,2006.0,0.02
Golden Nugget Casino DS,2005.0,0.02
Pirates PlundArrr,2010.0,0.02
Ketsui Death Label,2008.0,0.02
Prince of Stride,2015.0,0.02
Syberia II,2004.0,0.02
SD Gundam Force,2004.0,0.02
Post Mortem,2003.0,0.02
Ultraman Star Chronicles,2013.0,0.02
Amagoushi no Yakata,2007.0,0.02
This War of Mine,2016.0,0.02
Zoids Dash,2006.0,0.02
Digimon Rumble Arena,2001.0,0.02
Vitamin X Evolution Plus,2010.0,0.02
Super Speed Machines,2009.0,0.02
Nano Diver,2011.0,0.02
DJ Star,2009.0,0.02
Top Gear RPM Tuning,2005.0,0.02
Elven Legacy Collection,2010.0,0.02
My Ballet Studio,2009.0,0.02
Just Cause,2006.0,0.02
Battle Engine Aquila,2003.0,0.02
Puzzle Chronicles,2010.0,0.02
One Piece Mansion,2001.0,0.02
Moujuutsukai to Oujisama,2010.0,0.02
Root Infinity Rexx,2015.0,0.02
Cube,2007.0,0.02
Worms World Party,2001.0,0.02
Yoake Yori Ruriiro na Portable,2010.0,0.02
Big Bass Fishing,2002.0,0.02
Reine des Fleurs,2015.0,0.02
Gears of War,2007.0,0.02
Gummy Bears Magical Medallion,2011.0,0.02
Dark Void,2010.0,0.02
Irritating Stick,1998.0,0.02
WTA Tour Tennis,2002.0,0.02
Kaleidoeve,2015.0,0.02
Davis Cup Tennis,2002.0,0.02
Pro Rally,2002.0,0.02
Football Academy,2009.0,0.02
Custom Drive,2012.0,0.02
Konductra,2006.0,0.02
Platypus,2006.0,0.02
Farm Frenzy,2008.0,0.02
Ore wa Shoujo Mangaka,2012.0,0.02
A Vampyre Story,2008.0,0.02
Puyo Puyo Tetris,2014.0,0.02
Sniper Elite,2005.0,0.02
The Dark Hills of Cherai,2009.0,0.02
Psychedelica of the Black Butterfly,2015.0,0.02
Monster Trux Offroad,2007.0,0.02
Assault Suit Leynos,2016.0,0.02
Dragon Booster,2005.0,0.02
Contrast,2013.0,0.02
Taishou Moebius Line Vitable,2016.0,0.02
Gaist Crusher God,2014.0,0.02
Shinkyoku Soukai Polyphonica,2007.0,0.02
Strongest Tokyo University Shogi DS,1985.0,0.02
Elven Legacy,2009.0,0.02
Dead to Rights,2004.0,0.02
Thunder Force VI,2008.0,0.02
Kiss Bell,2014.0,0.02
MuvLuv Double Pack,2016.0,0.02
Koihime Enbu,2016.0,0.02
Romance of the Three Kingdoms XII,2012.0,0.02
Trigger Man,2004.0,0.02
Hiiro no Kakera Portable,2008.0,0.02
Antz Extreme Racing,2002.0,0.02
Truck Racer,2009.0,0.02
Triggerheart Exelica,2007.0,0.02
Tokyo Friend Park II DS,2006.0,0.02
Evil Genius,2004.0,0.02
Powerbike,2009.0,0.02
Online Chess Kingdoms,2006.0,0.02
Pillars of Eternity,2014.0,0.02
Minna to Issho,2011.0,0.02
Hummer Badlands,2006.0,0.02
I Doll U,2015.0,0.02
Space Invaders Revolution,2005.0,0.02
Barbie and Her Sisters Puppy Rescue,2015.0,0.02
Myst,2006.0,0.02
Poupee Girl DS,2009.0,0.02
Just Cause,2006.0,0.02
Choro Q,2003.0,0.02
Drone Tactics,2007.0,0.02
Technic Beat,2002.0,0.02
Imperium Romanum,2008.0,0.02
Curse of the Amsterdam Diamond,2012.0,0.02
Sengoku,2011.0,0.02
Yume Neko DS,2008.0,0.02
Dream C Club,2012.0,0.02
SBK Superbike World Championship,2008.0,0.02
Scared Rider Xechs,2010.0,0.02
Misshitsu no Sacrifice,2010.0,0.02
Ouran Koukou Host Bu,2007.0,0.02
Lotus Challenge,2004.0,0.02
Turok,2008.0,0.01
Coven and Labyrinth of Refrain,2016.0,0.01
Dragon Zakura DS,2007.0,0.01
Hotel Giant DS,2008.0,0.01
Blackthorne,2003.0,0.01
Donkey Kong Jungle Beat,2008.0,0.01
Football Manager Live,2009.0,0.01
Captain Morgane and the Golden Turtle,2012.0,0.01
Black Cat,2006.0,0.01
Mortal Kombat,1994.0,0.01
Diary Girl,2008.0,0.01
Serious Sam II,2005.0,0.01
Secret Game Portable,2010.0,0.01
Kimi no Yuusha,2008.0,0.01
Call of Juarez,2006.0,0.01
Nobunaga no Yabou DS,2006.0,0.01
Uppers,2016.0,0.01
Wand of Fortune Portable,2010.0,0.01
Wiffle Ball Advance,2007.0,0.01
The Last Remnant,2009.0,0.01
Wand of Fortune R,2016.0,0.01
My Little Baby,2008.0,0.01
Shinobi Koutsutsu,2014.0,0.01
Kaitou Rousseau,2006.0,0.01
Impossible Creatures,2002.0,0.01
Puyo Pop Fever,2004.0,0.01
Instant Brain,2011.0,0.01
Rayman Raving Rabbids,2006.0,0.01
SoulLink Extension,2006.0,0.01
Alfa Romeo Racing Italiano,2005.0,0.01
Digger Simulator,2011.0,0.01
Super Robot Taisen XO,2006.0,0.01
East India Company,2009.0,0.01
World Poker Tour,2005.0,0.01
Empire Deluxe,1992.0,0.01
Destiny Links,2009.0,0.01
Best Of Tests,2008.0,0.01
Pro Angler Moves,2012.0,0.01
Datenshi no Amai Yuuwaku x Kaikan Phrase,2010.0,0.01
Honda ATV Fever,2010.0,0.01
Grand Theft Auto III,2002.0,0.01
Super PickUps,2009.0,0.01
Rewrite,2014.0,0.01
Aeon Flux,2005.0,0.01
Barbie and Her Sisters Puppy Rescue,2015.0,0.01
Higurashi no Naku Koro ni Iki,2015.0,0.01
Nodame Cantabile,2007.0,0.01
DoDonPachi Saidaioujou,2013.0,0.01
Games Around the World,2010.0,0.01
Hitotsu Tobashi Renai V,2015.0,0.01
Turbo Trainz,2012.0,0.01
Theatre Of War,2007.0,0.01
Nintendogs and Cats Golden Retriever and New Friends,2011.0,0.01
Collar x Malice,2016.0,0.01
Vanark,1999.0,0.01
WTA Tour Tennis,2002.0,0.01
Furious Karting,2003.0,0.01
Harry Potter and the Chamber of Secrets,2002.0,0.01
Minna no Conveni,2010.0,0.01
Malice,2004.0,0.01
Deus Ex,2000.0,0.01
Ouka Sengoku Portable,2012.0,0.01
Republique,2016.0,0.01
Rail Simulator,2007.0,0.01
Putty Squad,2013.0,0.01
Resistance Dual Pack,2011.0,0.01
Princess Arthur,2013.0,0.01
BattleForge,2009.0,0.01
Jewel Quest II,2007.0,0.01
Toro to Morimori,2009.0,0.01
Satisfashion,2010.0,0.01
Metal Slug Anthology,2007.0,0.01
Legoland,1999.0,0.01
Casper,2002.0,0.01
Hyakka Yakou,2015.0,0.01
Caladrius,2013.0,0.01
Freekstyle,2003.0,0.01
Bakumatsu Rock,2014.0,0.01
Family Jockey,2008.0,0.01
Thunder Alley,2004.0,0.01
New Interpretation Stranger of Sword City,2016.0,0.01
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,2007.0,0.01
Victory Spike,1996.0,0.01
Shitsuji ga Aruji o Erabu Toki,2016.0,0.01
Kao the Kangaroo,2001.0,0.01
Seisou no Amazones,2013.0,0.01
Mahjong Taikai IV,2006.0,0.01
Goku Makaimura Kai,2007.0,0.01
Paragon,2016.0,0.01
Kurogane Kaikitan,2015.0,0.01
Dokuro,2012.0,0.01
Jan Sangoku Musou,2006.0,0.01
Assetto Corsa,2016.0,0.01
Monster Bomber,2006.0,0.01
The Ultimate Battle of the Sexes,2010.0,0.01
War for the Overworld,2015.0,0.01
TimeShift,2007.0,0.01
The Train Giant,2012.0,0.01
Death Connection Portable,2011.0,0.01
Legend of Kay Anniversary,2015.0,0.01
Tetris Ultimate,2014.0,0.01
Moto Racer Advance,2002.0,0.01
Rally Championship,2003.0,0.01
Happy Dance Collection,2008.0,0.01
Space Hulk,2015.0,0.01
Fuun Shinsengumi Bakumatsuden Portable,2009.0,0.01
Musou Tourou,2009.0,0.01
Gakuen Hetalia,2012.0,0.01
Tringo,2006.0,0.01
Binary Star,2014.0,0.01
Element Hunter,2009.0,0.01
Ultimate Board Game Collection,2006.0,0.01
Natsuzora no Monologue,2013.0,0.01
Kenka Banchou Portable,2009.0,0.01
Monster Jam,2007.0,0.01
Icewind Dale II,2002.0,0.01
Act of Aggression,2015.0,0.01
Powerdrome,2004.0,0.01
Fallout Anthology,2015.0,0.01
Survivor,2010.0,0.01
Wand of Fortune,2009.0,0.01
Meru Purana,1996.0,0.01
Cross Edge Dash,2009.0,0.01
Super Bubble Pop,2002.0,0.01
Grand Prix Legends,1997.0,0.01
Akatsuki no Amaneka to Aoi Kyojin,2010.0,0.01
Pilot Academy,2006.0,0.01
Poker for Dummies,2008.0,0.01
TrackMania Turbo,2016.0,0.01
Darkened Skye,2002.0,0.01
Alone in the Dark,2008.0,0.01
Heart no Kuni no Alice,2009.0,0.01
The Technomancer,2016.0,0.01
Memories Off,2008.0,0.01
Tenchu San Portable,2009.0,0.01
Vitamin X,2007.0,0.01
The Wild West,2007.0,0.01
Sega Rally Revo,2007.0,0.01
Time Leap,2009.0,0.01
World Heroes Anthology,2007.0,0.01
Routes PE,2007.0,0.01
Railfan,2006.0,0.01
SoniPro,2014.0,0.01
Akatsuki no Goei Trinity,2012.0,0.01
Aladdin Magic Racer,2011.0,0.01
Goat Simulator,2016.0,0.01
Kamigami no Asobi InFinite,2016.0,0.01
Heart no Kuni no Alice,2008.0,0.01
Juggler DS,2008.0,0.01
Razor Freestyle Scooter,2001.0,0.01
Vitamin Y,2008.0,0.01
Magicians Academy,2007.0,0.01
Exstetra,2013.0,0.01
Amnesia Later,2014.0,0.01
Captain Rainbow,2008.0,0.01
Space Raiders,2003.0,0.01
Dragon Ball Z for Kinect,2012.0,0.01
Hospital Tycoon,2007.0,0.01
Bomberman,2008.0,0.01
SBK Superbike World Championship,2008.0,0.01
Summer Athletics,2008.0,0.01
Unending Bloody Call,2012.0,0.01
Naraku no Shiro,2008.0,0.01
Shinigami to Shoujo,2011.0,0.01
Mystereet,2006.0,0.01
The Rise of the Argonauts,2008.0,0.01
Trine,2009.0,0.01
Palais de Reine,2007.0,0.01
Deal or No Deal,2006.0,0.01
DJ Max Technika Tune,2012.0,0.01
Teenage Mutant Ninja Turtles,2007.0,0.01
Crossroad Crisis,2000.0,0.01
Akatsuki no Goei Trinity,2012.0,0.01
Karnaaj Rally,2003.0,0.01
Blazer Drive,2008.0,0.01
Hoshizora no Comic Garden,2008.0,0.01
Metal Gear Solid HD Edition,2011.0,0.01
Time Travelers,2012.0,0.01
Mushi Bugyou,2013.0,0.01
Spore Galactic Adventures,2009.0,0.01
Battle Fantasia,2008.0,0.01
Hyakki Yagyou Kaidan Romance,2012.0,0.01
Bookworm Deluxe,2006.0,0.01
Sweet Honey Coming,2009.0,0.01
Psychic Detective,1995.0,0.01
